customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MonthlyIncome,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,CustomerFeedback,feedback_length,feedback_word_count,has_negative_keywords,charge_income_ratio,avg_monthly_spend,is_new_customer,is_loyal_customer,total_services,has_premium_services,is_month_to_month,is_paperless_electronic
2043-WVTQJ,0,1,0,1.0,1,0,55.7,55.7,2467,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,"I have been a customer for just over a month Now and have Not experienced any issues with my DSL internet service. The monthly charges of $55.7 are reasonable and I appreciate the flexibility of the month-to-month contract. I prefer to pay my bills by mailing a check and have had No problems with the payment process. Overall, I am satisfied with the service and would recommend it to others.",393,70,1,0.022578029995946495,27.85,1,0,4,1,1,0
5320-BRKGK,0,1,1,58.0,1,0,75.8,4415.75,6609,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,0,"I have been a customer with this company for over 4 and a half years Now and have been satisfied with the service provided. The DSL internet service has been reliable and the monthly charges of $75.8 are reasonable for the speed and reliability I receive. I have had No issues with billing or customer service and have always paid my bills on time with mailed checks. Overall, I am happy with my experience and have No plans to switch providers.",445,81,1,0.011469208654864577,74.84322033898304,0,0,6,1,0,0
5945-AZYHT,0,1,0,71.0,1,1,109.6,7854.15,6591,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0,I have been a loyal customer of this company for over six years Now and have been extremely satisfied with the fiber optic internet service they provide. The monthly charges are reasonable at $109.6 and I appreciate the convenience of being able to pay through electronic check. I have never experienced any issues with the service and have No plans to churn anytime soon. I highly recommend this company to anyone looking for reliable internet service.,453,76,1,0.016628736155363373,109.08541666666666,0,1,7,1,0,1
6653-CBBOM,0,0,0,1.0,1,1,70.3,70.3,4055,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently signed up for fiber optic internet with this provider on a month-to-month contract. Unfortunately, after just one month, I decided to cancel due to personal reasons. The monthly charges were reasonable at $70.3 and I appreciated the option to pay via electronic check. Overall, I had a positive experience with the internet service during my short tenure. I would consider rejoining in the future if needed.",418,68,0,0.017336621454993834,35.15,1,0,2,0,1,1
7995-ZHHNZ,0,1,0,42.0,1,0,56.1,2386.85,1556,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,"I have been a customer with this internet service provider for 42 months Now and I have been overall satisfied with the service. The monthly charges of $56.1 are reasonable for the internet speed and reliability I receive with DSL. The automatic credit card payment method is convenient and ensures that I never miss a payment. I have had No issues with churning and I am happy with the one-year contract type. Overall, I would recommend this provider to others looking for a reliable internet service at a fair price.",518,90,1,0.036053984575835474,55.50813953488372,0,0,3,1,0,0
8267-ZNYVZ,0,1,0,33.0,1,1,103.75,3361.05,6879,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,1,"I was initially satisfied with my fiber optic internet service from this provider, but after 33 months of being a customer, I decided to churn. The monthly charges of $103.75 were reasonable for the speed and reliability of the service. However, I found that there were better deals available from other providers and decided to switch. Overall, the service was good but I felt that I could get a better value elsewhere.",420,72,0,0.015082134031109173,98.85441176470589,0,0,7,1,0,1
0093-EXYQL,1,0,0,40.0,1,1,91.55,3673.6,1899,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,"I have been a customer with this company for over 3 years Now and I have been extremely satisfied with the service. The fiber optic internet service is fast and reliable, and I have never experienced any issues with downtime. The monthly charges are reasonable at $91.55 and I appreciate the convenience of being able to pay with electronic check. Overall, I have had a great experience with this company and would highly recommend them to others.",447,77,1,0.04820958399157451,89.6,0,0,4,0,1,1
7717-BICXI,0,1,1,60.0,1,0,20.55,1205.05,1028,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,"I have been a customer with this company for 5 years Now and I have Not experienced any issues with their service. I appreciate the affordable monthly charges and the convenience of being able to pay with a mailed check. While I do Not currently have internet service with them, I am satisfied with the overall experience and have No plans to churn. Thank you for providing reliable service at a great price.",408,73,1,0.019990272373540858,19.754918032786886,0,0,1,0,0,0
2323-ARSVR,0,1,0,67.0,1,1,111.05,7321.05,9136,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,"""I have been a loyal customer with this company for over 5 years and have been very satisfied with the service. The fiber optic internet has been reliable and fast, and I have had No issues with billing or payments. The monthly charges are reasonable for the quality of service provided. Overall, I have had a positive experience and would recommend this company to others.""",374,65,1,0.012155210157618213,107.66250000000001,0,1,8,1,0,1
5281-BUZGT,1,0,0,36.0,1,1,90.85,3186.7,9952,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,"I have been a customer with this company for 36 months on a month-to-month contract. I recently decided to churn because I found a better deal with aNother provider. The monthly charges were reasonable at $90.85 for fiber optic internet service. I appreciated the convenience of using electronic check as my payment method. Overall, my experience with this company was satisfactory, but I ultimately decided to switch due to a better offer elsewhere.",450,73,0,0.009128818327974277,86.12702702702703,0,0,4,1,1,1
1930-WNXSB,0,1,1,58.0,1,1,92.85,5305.05,6135,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0,"I have been a customer with this company for almost 5 years Now and I have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any major outages. The monthly charges are reasonable at $92.85 and I appreciate the convenience of paying with electronic check. Overall, I have No complaints and I would highly recommend this company to others.",406,69,0,0.01513447432762836,89.91610169491526,0,0,5,0,1,1
0612-RTZZA,1,0,0,1.0,0,0,25.25,25.25,6913,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently signed up for DSL internet service with this provider on a month-to-month contract. Unfortunately, after only 1 month, I decided to cancel due to slow speeds and unreliable connection. The monthly charges were reasonable at $25.25, but the service did Not meet my expectations. I was also disappointed with the payment method of electronic check, as I prefer more secure options. Overall, I would Not recommend this provider for DSL internet service.",461,74,1,0.0036525386952119196,12.625,1,0,1,0,1,0
4983-CCWMC,0,0,0,3.0,1,1,69.6,207.4,2261,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,"I have been a customer with this company for 3 months Now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The monthly charges of $69.6 are reasonable for the quality of service I am receiving. I appreciate the option to pay with a mailed check as it is convenient for me. Overall, I have No complaints and do Not plan on churning anytime soon. Highly recommend this company for their great internet service.",492,89,1,0.0307828394515701,51.85,1,0,2,0,1,0
4817-QRJSX,0,0,0,10.0,1,1,81.0,818.05,9392,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,"I recently decided to cancel my service with this company after being a customer for 10 months. I had a month-to-month contract with them and was paying $81.0 a month for fiber optic internet service. The automatic credit card payments were convenient, but I ultimately decided to switch to a different provider for better pricing and customer service. Overall, my experience with this company was satisfactory, but I found a better deal elsewhere.",448,73,0,0.008624361158432708,74.36818181818181,0,0,3,0,1,0
8775-CEBBJ,0,0,0,9.0,1,1,44.2,403.35,6234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,"I recently decided to cancel my service after being a customer for 9 months. The monthly charges of $44.2 for DSL internet were reasonable, but I found that the speed and reliability of the service did Not meet my needs. I also had issues with the automatic bank transfer payment method, as there were a few instances where the payment did Not go through smoothly. Overall, I was Not satisfied with the service and decided to switch to a different provider.",457,81,1,0.007090150786012192,40.335,0,0,2,0,1,0
2154-KVJFF,0,0,0,15.0,1,1,79.75,1111.85,5698,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently decided to cancel my service after being a customer for 15 months. The month-to-month contract was convenient for me, but I found that the $79.75 monthly charges were becoming too expensive for the level of service I was receiving. I appreciated the fiber optic internet service, as it was fast and reliable. However, I ultimately decided to switch providers due to the high cost. I also found the electronic check payment method to be easy and convenient. Overall, I had a positive experience with the service, but the pricing ultimately led me to churn.",566,96,0,0.013996138996138996,69.490625,0,0,3,0,1,1
8749-CLJXC,0,0,0,1.0,1,0,20.05,20.05,9302,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,"I have been a customer for just over a month Now and so far I am satisfied with the service. The month-to-month contract is convenient for me as I like to have flexibility with my services. The monthly charges of $20.05 are reasonable for the service I am receiving. I do Not have internet service with this provider, so I canNot comment on that aspect. I prefer to pay by mailing in a check and have had No issues with this payment method. Overall, I am happy with my experience so far and have No plans to churn.",514,98,1,0.002155450440765427,10.025,1,0,1,0,1,0
5028-HTLJB,1,0,0,1.0,1,0,20.05,20.05,8141,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,"I recently signed up for this service and unfortunately had to churn after only one month. The lack of internet service was a major inconvenience for me, especially considering the $20.05 monthly charge. Additionally, having to pay by mailed check was a hassle and I would have preferred more convenient payment options. Overall, I was Not satisfied with my experience and would Not recommend this service to others.",416,68,0,0.002462842402653237,10.025,1,0,1,0,1,0
0661-KBKPA,0,1,1,53.0,1,1,78.75,3942.45,1418,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,0,"I have been a customer with this company for over four years Now, and I have been very satisfied with the DSL internet service they provide. The monthly charges are reasonable at $78.75, and I appreciate being able to pay by mailing a check. I have had No issues with churn and plan to continue using their services for the foreseeable future. Overall, I am a happy customer.",375,68,1,0.055535966149506344,73.00833333333333,0,0,6,1,0,0
9063-ZGTUY,0,1,1,61.0,1,1,19.4,1182.55,6574,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,"I have been a customer for over 5 years with this company and unfortunately I have decided to churn. I have been on a month-to-month contract with a very low monthly charge of $19.4. However, I do Not receive internet service from this company. I have always paid my bills through mailed checks. Overall, I have been satisfied with the service provided but I have found a better deal elsewhere.",394,70,0,0.0029510191664131424,19.073387096774194,0,1,1,0,1,0
2419-FSORS,0,1,0,72.0,1,1,108.4,7719.5,3063,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0,"I have been a customer with this company for six years Now and have been extremely satisfied with the service. The fiber optic internet service has been reliable and fast, and the monthly charges of $108.40 are reasonable for the quality of service provided. I appreciate the convenience of being able to pay with electronic check and have had No issues with billing or payments. Overall, I have No complaints and would highly recommend this company to others.",460,78,1,0.03539014038524323,105.74657534246575,0,1,7,1,0,1
4587-NUKOX,0,0,0,3.0,1,1,79.1,246.5,2693,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently switched to this fiber optic internet service provider three months ago on a month-to-month contract. The monthly charges were reasonable at $79.10. However, I have decided to churn and switch to a different provider due to ongoing connectivity issues and slow speeds. I also found the payment method of electronic check to be inconvenient. I hope the provider can improve their services in the future.",413,67,1,0.029372447085035273,61.625,1,0,4,1,1,1
6770-UAYGJ,0,1,1,49.0,1,0,25.25,1211.65,9239,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,"I have been a customer with this company for almost four years Now and I have been satisfied with the service overall. I appreciate the affordable monthly charges and the convenience of being able to pay by mailing a check. However, I do wish that internet service was included in my plan as it would make my experience even better. Overall, I am happy with my contract and plan to continue being a customer for the foreseeable future.",435,78,0,0.0027329797597142546,24.233,0,0,1,0,0,0
3537-RYBHH,1,1,0,47.0,1,1,67.45,3252.0,6578,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,0,"I have been a customer with this internet service provider for almost four years Now and I have been satisfied with the service. The monthly charges are reasonable at $67.45 and I appreciate the convenience of automatic credit card payments. The DSL internet service has been reliable and I have Not experienced any issues with connectivity. Overall, I am happy with the service and have No plans to switch providers.",417,70,1,0.010253876558224385,67.75,0,0,5,1,1,0
9720-JJJOR,0,1,1,41.0,1,1,60.3,2511.3,7538,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,"I have been a loyal customer of this DSL internet service provider for 41 months Now and I have been very satisfied with the service. The monthly charges are reasonable at $60.3 and I appreciate the convenience of automatic bank transfers for payment. The one-year contract has also been convenient for me as it offers stability in pricing. Overall, I have had a positive experience with this provider and would recommend it to others.",435,74,0,0.007999469355266648,59.792857142857144,0,0,5,1,0,0
1984-GPTEH,0,0,0,29.0,1,0,25.15,702.0,1237,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,"I have been a loyal customer for almost 2 and a half years Now and I have been satisfied with the service provided by this company. The monthly charges are very reasonable at $25.15 and I appreciate the convenience of the electronic check payment method. Despite Not having internet service with this company, I have had No issues with the service overall. I would recommend this company to others looking for affordable and reliable services.",443,75,1,0.02033144704931285,23.4,0,0,1,0,1,0
8809-RIHDD,0,1,1,72.0,1,1,103.4,7372.65,6498,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,1,"I have been a customer with this company for 6 years, with a two-year contract for fiber optic internet service. I recently decided to switch providers due to the high monthly charges of $103.4 and found a better deal elsewhere. I have been using electronic check as my payment method and have had No issues with it. Overall, I have had a positive experience with the service itself but ultimately decided to churn due to the cost.",431,77,1,0.015912588488765776,100.99520547945205,0,1,6,1,0,1
0130-SXOUN,0,0,0,66.0,1,0,89.4,5976.9,6083,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0,"I have been a customer with this company for 66 months Now and have been on a month-to-month contract with them. I am really impressed with their fiber optic internet service, as it has been fast and reliable. The monthly charges of $89.4 are reasonable for the quality of service I am receiving. I appreciate the convenience of automatic credit card payments, which make it easy to manage my bill. Overall, I have had a positive experience with this company and have No plans to churn.",486,86,0,0.014696695709353938,89.20746268656715,0,1,4,0,1,0
1320-REHCS,1,0,0,52.0,1,1,110.75,5832.0,9398,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,"I have been a customer with this company for over four years Now and I have been extremely satisfied with their fiber optic internet service. The speeds are consistently fast and reliable, and I have never experienced any outages or interruptions. The monthly charges are reasonable for the quality of service provided. I appreciate the convenience of paying with electronic check and have had No issues with billing or payments. Overall, I have had a positive experience with this company and would highly recommend their services.",532,86,1,0.011784422217493084,110.0377358490566,0,0,7,1,1,1
1150-WFARN,0,1,1,67.0,1,1,108.75,7156.2,9000,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,1,"I have been a customer with this company for 67 months and have been on a two-year contract with them. I have been using their fiber optic internet service which has been great in terms of speed and reliability. However, I recently decided to churn as I found a better deal with aNother provider. The monthly charges of $108.75 were a bit on the higher side for me, especially considering other options available in the market. The automatic credit card payment method was convenient and hassle-free. Overall, I had a good experience with the company but decided to switch due to cost considerations.",600,103,0,0.012083333333333333,105.23823529411764,0,1,7,1,0,0
6996-KNSML,0,0,0,1.0,1,1,74.9,,5422,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,"I recently switched to this internet provider because they offered fiber optic service at a competitive price. However, after just one month of service, I decided to cancel due to some unexpected financial issues. The monthly charges were reasonable at $74.90, and I appreciated the convenience of paying with an electronic check. Overall, the service was reliable and fast during the time that I had it. I would consider returning to this provider in the future if my circumstances change.",490,80,1,0.01381409074142383,,1,0,3,1,1,1
7576-OYWBN,1,0,0,3.0,1,1,76.05,231.8,7150,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,"I recently canceled my service with this provider after only 3 months of being a customer. While the fiber optic internet service was fast and reliable, I found the monthly charges of $76.05 to be too high for what I was receiving. Additionally, the fact that I had to use electronic check as my payment method was inconvenient for me. Overall, I was Not completely satisfied with my experience and decided to switch to a different provider.",441,77,0,0.010636363636363637,57.95,1,0,2,0,1,1
5789-LDFXO,0,0,0,24.0,1,0,24.6,592.65,217,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,"I have been a customer with this company for 24 months Now and I am happy to say that I have Not experienced any issues with churning. The monthly charges of $24.6 for my one-year contract are very reasonable and the payment method of electronic check is convenient for me. However, I do wish that internet service was included in my plan. Overall, I am satisfied with the service provided and would recommend it to others.",423,76,1,0.11336405529953918,23.706,0,0,1,0,0,0
1414-YADCW,0,1,0,70.0,1,0,84.6,5706.2,8452,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0,"I have been a customer with this company for over five years Now and I have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and I have had No issues with downtime or slow speeds. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill without having to worry about missing a payment. The monthly charges are reasonable for the quality of service provided. Overall, I am happy with my experience and have No plans to switch to aNother provider.",531,94,1,0.010009465215333649,80.36901408450704,0,1,5,1,0,0
