customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MonthlyIncome,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CustomerFeedback,charge_income_ratio,avg_monthly_spend,is_new_customer,is_loyal_customer,total_services,has_premium_services,is_month_to_month,is_paperless_electronic,feedback_length,has_negative_keywords
8263-QMNTJ,0,1,0,72.0,1,1,115.55,8425.3,9419,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,"I have been a customer with this company for 6 years Now and have been very satisfied with the service. The fiber optic internet service has been reliable and fast, and the monthly charges are reasonable for the quality of service provided. I appreciate the convenience of paying with electronic check and have had No issues with billing or payment processing. Overall, I have had a positive experience and would recommend this company to others.",0.012267756662066037,115.41506849315067,0,1,8,1,0,1,446,1
9945-PSVIP,0,1,1,25.0,1,1,18.7,383.65,5642,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,"""I have been a customer with this company for 25 months Now and I am overall satisfied with the service. The monthly charges of $18.7 are very reasonable and I appreciate the two year contract as it provides stability. However, I do wish there was an option for internet service as that would be convenient for me. I also prefer to pay with a mailed check and have Not had any issues with the payment method. Overall, I have Not experienced any reason to churn and will continue to be a customer.""",0.003314427507975895,14.75576923076923,0,0,1,0,0,0,497,1
5666-CYCYZ,0,0,0,24.0,1,1,89.55,2259.35,2433,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,"I have been a customer with this internet service provider for 24 months Now and I am extremely satisfied with their fiber optic service. The internet speeds are consistently fast and reliable, allowing me to stream movies, work from home, and video chat with ease. The monthly charges of $89.55 are fair for the quality of service I receive. I appreciate the convenience of being able to pay with electronic check each month. Overall, I have had a positive experience with this provider and have No plans to switch or cancel my service.",0.03680641183723798,90.374,0,0,4,1,1,1,537,0
1820-TQVEV,0,0,0,1.0,1,1,69.55,69.55,6928,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I recently switched to this fiber optic internet service and unfortunately had to churn after only one month. The monthly charges of $69.55 were reasonable, but I found the service to be unreliable and experienced frequent outages. The payment method of electronic check was convenient, but ultimately I decided to cancel my contract due to the poor internet quality. I hope the company can improve their service in the future to retain customers like myself.",0.010038972286374133,34.775,1,0,2,0,1,1,459,1
9979-RGMZT,0,0,0,7.0,1,1,94.05,633.45,1472,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,"I have been with this internet service provider for 7 months Now and I am extremely satisfied with the service. The fiber optic internet is lightning fast and reliable, and I have experienced No issues with connectivity or speed. The monthly charge of $94.05 is a bit on the higher side, but I believe it is worth it for the quality of service I am receiving. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I have No complaints and I am happy to continue my contract with this provider.",0.06389266304347826,79.18125,0,0,5,0,0,0,523,1
2800-QQUSO,0,0,0,42.0,1,1,100.3,4222.95,827,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,"I have been a customer with this company for 42 months Now and I am extremely satisfied with their service. The fiber optic internet service has been reliable and fast, and I have had No issues with connectivity. The monthly charges are reasonable at $100.3 and the electronic check payment method is convenient for me. Overall, I have had a positive experience with this company and would highly recommend it to others.",0.12128174123337364,98.20813953488371,0,0,5,1,1,1,420,1
2167-FQSTQ,0,1,0,72.0,1,1,92.4,6786.1,9259,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,"""I have been a customer with this company for 6 years Now and have been very satisfied with the service. The monthly charges are reasonable at $92.4 for DSL internet. I appreciate the convenience of paying with an electronic check. Overall, I have had No issues with the service and would recommend it to others.""",0.009979479425423913,92.96027397260275,0,1,8,1,0,1,313,1
9786-YWNHU,0,1,1,63.0,1,0,63.55,4014.2,4404,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,"I have been a loyal customer with this company for over five years Now and have had No issues with their service. The DSL internet is reliable and meets my needs. I appreciate the option to pay by mailed check, as it is convenient for me. The monthly charges are reasonable at $63.55. Overall, I am satisfied with my experience and have No plans to switch providers.",0.01443006357856494,62.721875,0,1,6,1,0,0,366,1
7255-SSFBC,0,1,1,72.0,1,1,112.25,8041.65,9045,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,"I have been a loyal customer with this company for six years Now and have been extremely satisfied with the fiber optic internet service they provide. The automatic bank transfer payment method makes it convenient for me to pay my monthly bill without worrying about missing a payment. The monthly charges of $112.25 are reasonable for the high-speed internet service I receive. Overall, I have had a positive experience with this company and have No intentions of churning anytime soon.",0.012410171365395246,110.15958904109588,0,1,7,1,0,0,487,0
7395-XWZOY,0,0,0,20.0,0,1,55.0,1165.55,2632,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,"I have been a customer with this company for 20 months Now and I am very satisfied with the service. The DSL internet service has been reliable and the monthly charges of $55.00 are reasonable. I appreciate the convenience of the automatic credit card payment method. Overall, I have had No issues and would recommend this company to others.",0.020896656534954407,55.50238095238095,0,0,6,1,1,0,341,1
6786-OBWQR,0,1,1,5.0,1,1,80.85,356.1,3788,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,"I have been a customer with this fiber optic internet service provider for 5 months Now on a month-to-month contract. I am pleased to say that I have had No issues with churning and have been satisfied with the service so far. The monthly charge of $80.85 is reasonable for the speed and reliability of the internet connection. Using electronic check as a payment method has been convenient and hassle-free. Overall, I am happy with my experience and would recommend this provider to others.",0.021343717001055966,59.35,1,0,3,0,1,1,491,1
4636-OLWOE,0,0,1,54.0,1,1,61.0,3283.05,6898,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,"I have been a customer with this company for over four years and have been satisfied with the DSL internet service they provide. The monthly charges of $61.0 are reasonable for the service I receive. I appreciate being able to pay with electronic check, as it is convenient and hassle-free. Overall, I have had No issues with this company and have No plans to switch to aNother provider.",0.008843142939982604,59.691818181818185,0,0,5,1,0,1,387,1
8028-PNXHQ,0,1,1,62.0,1,1,24.25,1424.6,9192,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a customer with this company for over five years Now and I have been very satisfied with the service. The automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. Even though I do Not have internet service with them, the monthly charges of $24.25 for my other services are very reasonable. I have No plans to leave this company anytime soon.",0.0026381636205395995,22.61269841269841,0,1,1,0,0,0,398,0
3662-FXJFO,0,0,0,54.0,1,1,20.5,1035.7,5167,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,"I have been a customer with this company for over four years Now and I have never experienced any issues with my service. The monthly charges are very reasonable at $20.5 and I appreciate being able to pay with a mailed check. I do Not have internet service with this company, but overall I am satisfied with the service I receive.",0.003967485968647184,18.830909090909092,0,0,1,0,0,0,331,1
2874-YXVVA,0,0,0,34.0,1,1,105.1,3634.8,7631,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,"I have been a customer with this company for over 2 and a half years and have been very satisfied with the service. The fiber optic internet is fast and reliable, and the monthly charges are reasonable for the quality of service provided. I appreciate the convenience of being able to pay with an electronic check each month. Overall, I have had a positive experience and would recommend this company to others.",0.013772768968680382,103.85142857142857,0,0,7,1,1,1,411,0
0048-LUMLS,0,1,1,37.0,1,0,91.2,3247.55,6341,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,"I have been a customer with this company for 37 months Now and have had a one-year contract with them. I have been very satisfied with the fiber optic internet service they provide. The monthly charges of $91.2 are reasonable for the quality of service I receive. I appreciate the convenience of the automatic credit card payment method. Overall, I have had a positive experience with this company and have Not experienced any issues that would lead me to consider churning.",0.014382589496924775,85.46184210526316,0,0,4,0,0,0,474,1
0396-HUJBP,0,0,0,2.0,1,0,19.3,44.4,8740,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,"I have been a customer with this company for 2 months Now and I am overall satisfied with the service. The monthly charges are reasonable at $19.3 and I appreciate the flexibility of the month-to-month contract. However, I do wish that internet service was included in my plan as it is a necessity for me. The payment method of mailing a check is a bit outdated and inconvenient for me personally, so I would prefer more modern options like online payment. Overall, I have had a positive experience with this company and would recommend it to others.",0.002208237986270023,14.799999999999999,1,0,1,0,1,0,550,0
7359-WWYJV,0,1,0,72.0,1,0,114.45,8375.05,7133,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,"""I have been a customer with this company for 6 years Now and I have been extremely satisfied with their fiber optic internet service. The speed and reliability have been excellent, and I have never experienced any issues with connectivity. The automatic credit card payments make it convenient for me to pay my monthly bill without any hassle. Even though the monthly charges are a bit on the higher side at $114.45, I believe the quality of service is worth it. Overall, I have No complaints and would highly recommend this company to others.""",0.01604514229636899,114.7267123287671,0,1,8,1,0,0,545,1
7908-QCBCA,0,1,0,1.0,1,1,69.4,,7936,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,"I recently switched to this fiber optic internet service provider and unfortunately, after just one month, I have decided to churn. The monthly charges of $69.4 were reasonable, but the payment method of mailing a check was inconvenient for me. I would have preferred more modern payment options. Overall, the service was reliable but I ultimately decided to switch to a provider with more convenient payment methods.",0.008744959677419355,,1,0,2,0,1,0,417,0
8792-AOROI,0,1,0,8.0,1,0,65.5,564.35,501,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,"""I have been a customer with this company for 8 months Now and I have been quite satisfied with the DSL internet service they provide. The monthly charges of $65.5 are reasonable for the speed and reliability I receive. I appreciate the option to pay by mailed check as it is convenient for me. Overall, I have had No issues with the service and I am happy to continue with them for the remainder of my two year contract.""",0.13073852295409183,62.705555555555556,0,0,5,1,0,0,422,1
8740-XLHDR,0,0,0,5.0,0,1,43.25,219.0,9697,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,"I recently canceled my service with this provider after being a customer for 5 months. While the monthly charges were relatively affordable at $43.25, I found the DSL internet service to be slow and unreliable. The fact that I had to pay by mailing a check each month was also inconvenient for me. Overall, I was Not satisfied with the service and decided to switch to a different provider.",0.004460142312055275,36.5,1,0,5,1,1,0,390,1
6873-UDNLD,0,0,0,40.0,1,0,67.45,,1986,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,"I have been a customer with this internet service provider for 40 months Now and I am pleased to say that I have Not experienced any issues with my service. The monthly charges of $67.45 for DSL internet are reasonable and the payment method of electronic check is convenient for me. Overall, I am satisfied with the service and have No complaints.",0.03396273917421954,,0,0,5,1,1,0,348,1
6645-MXQJT,0,1,1,2.0,1,0,97.1,184.15,4517,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,"I have been a customer with this company for 2 months Now and I am very satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The monthly charges are reasonable at $97.1 and I appreciate the convenience of using electronic check for payment. Overall, I am happy with my experience and do Not plan on switching providers anytime soon.",0.02149656851892849,61.38333333333333,1,0,5,1,1,0,398,1
7799-DSEWS,0,0,0,18.0,1,1,68.35,1299.8,3350,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,"""I have been a customer with this company for 18 months Now and have been on a month-to-month contract. I have been satisfied with the DSL internet service I have been receiving for the monthly charge of $68.35. The electronic check payment method is convenient for me and I have Not experienced any issues with billing. Overall, I am happy with the service and have No plans to churn in the near future.""",0.020402985074626866,68.41052631578947,0,0,6,1,1,1,405,1
5568-DMXZS,0,0,0,8.0,1,1,65.45,554.45,3845,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,"I have been a customer with this DSL internet provider for 8 months Now on a month-to-month contract. I have been satisfied with the service overall. The monthly charges of $65.45 are reasonable for the speeds and reliability I receive. I appreciate the convenience of paying with electronic check. I have Not experienced any issues with connectivity or customer service, so I have Not felt the need to churn to a different provider. I would recommend this provider to others looking for a reliable and affordable internet service.",0.017022106631989598,61.60555555555556,0,0,5,1,1,1,531,1
7813-TKCVO,0,1,0,20.0,1,0,20.35,393.15,1086,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,"I have been a customer with this company for 20 months Now and I have been satisfied with their service. I appreciate the affordable monthly charges of $20.35 and the convenience of being able to pay via mailed check. While I do Not have internet service with this company, I have Not experienced any issues with my current services. Overall, I am happy with my experience and have No plans to churn in the near future.",0.018738489871086558,18.72142857142857,0,0,1,0,0,0,419,1
9067-SQTNS,0,1,1,44.0,1,0,20.6,926.0,7281,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,"I have been a customer with this company for 44 months Now, and I am happy to say that I have Not experienced any issues with churn. The one-year contract type and automatic bank transfer payment method have made my experience with the company hassle-free. Although I do Not use their internet service, I find the monthly charges of $20.6 to be reasonable. Overall, I am satisfied with the service and would recommend it to others.",0.0028292816920752646,20.57777777777778,0,0,1,0,0,0,431,1
9730-DRTMJ,0,1,0,32.0,1,1,72.8,2333.05,7026,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,"I have been a customer with this company for over 2 and a half years and have been satisfied with the DSL internet service they provide. The monthly charges of $72.8 are reasonable for the speed and reliability of the connection. The automatic credit card payment method is convenient and hassle-free. I have Not experienced any issues with the service and have No plans to churn in the near future. Overall, I am happy with my experience as a customer.",0.01036151437517791,70.69848484848485,0,0,5,1,0,0,453,1
8625-AZYZY,0,1,0,24.0,1,1,104.65,2542.45,4487,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,"I had been a customer with this company for 24 months on a month-to-month contract with a monthly charge of $104.65 for fiber optic internet service. I used electronic check as my payment method. Unfortunately, I decided to churn as I found a better deal with aNother provider. I was overall satisfied with the service during my time as a customer, but the cost was a determining factor in my decision to switch.",0.023322932917316692,101.698,0,0,6,1,1,1,412,0
5976-JCJRH,0,1,0,10.0,1,1,70.3,738.2,6243,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I had been a customer of this company for 10 months, using their fiber optic internet service on a month-to-month contract with monthly charges of $70.3. However, I recently decided to churn and switch to a different provider. While the internet service itself was reliable and fast, I found the monthly charges to be a bit high compared to other options available in the market. Additionally, I had some issues with the electronic check payment method, which was Not as convenient for me as I had hoped. Overall, I was satisfied with the service but ultimately decided to move on due to cost and payment method issues.",0.011260611885311548,67.10909090909091,0,0,2,0,1,1,619,1
7359-PTSXY,0,0,0,1.0,1,0,45.75,45.75,6231,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"I recently signed up for DSL internet service with this provider on a month-to-month contract. Unfortunately, after only 1 month of service, I decided to cancel due to slow and unreliable internet speeds. Despite the affordable monthly charge of $45.75, the service did Not meet my expectations. Additionally, the payment method of electronic check was convenient but did Not make up for the subpar internet service. I would Not recommend this provider to others looking for reliable internet service.",0.007342320654790563,22.875,1,0,2,0,1,0,501,1
5214-NLTIT,0,1,1,72.0,1,1,90.8,6511.8,9722,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,I have been a customer with this company for six years Now and have been using their fiber optic internet service. I have had No issues with the service and have always paid my monthly bill on time through automatic credit card payments. The monthly charges are reasonable at $90.8 and I have been satisfied with the overall service provided. I have No plans to switch providers as of Now.,0.009339642048961119,89.2027397260274,0,1,4,1,0,0,389,1
5220-AGAAX,0,1,1,68.0,1,1,24.0,1664.3,2660,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a customer with this company for over 5 years Now and I have been satisfied with the service. The automatic bank transfer payment method is convenient and hassle-free. Even though I do Not have internet service with this company, I find the $24.0 monthly charges for other services to be reasonable. Overall, I have had a positive experience with this company and have No complaints.",0.009022556390977444,24.120289855072464,0,1,1,0,0,0,395,0
7508-SMHXL,1,0,0,15.0,1,0,89.0,1288.3,1328,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,"I have been a customer with this internet service provider for 15 months Now and I have been really satisfied with the service. The fiber optic internet is fast and reliable, and I have had No issues with connectivity. The automatic credit card payment method is convenient for me and I appreciate Not having to worry about remembering to pay my bill each month. The monthly charges of $89.0 are reasonable for the quality of service I am receiving. Overall, I am happy with my experience and would recommend this provider to others.",0.06701807228915663,80.51875,0,0,4,0,1,0,533,1
8982-NHAVY,0,0,0,27.0,1,1,100.5,2673.45,8489,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,"I have been a customer with this company for 27 months Now and I am very satisfied with their service. The fiber optic internet service is fast and reliable, and I have experienced No issues with downtime or slow speeds. The automatic bank transfer payment method is convenient and hassle-free. The monthly charges of $100.5 are reasonable for the quality of service provided. Overall, I have had a positive experience with this company and would recommend them to others.",0.011838850276828837,95.48035714285713,0,0,5,1,0,0,472,1
1468-DEFNC,1,1,1,64.0,1,1,24.4,1548.65,3138,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,"I have been a customer with this company for over 5 years Now and I have been very satisfied with their service. The automatic bank transfer payment method makes it convenient for me to pay my bill on time every month. Even though I do Not have internet service with them, the monthly charges are very reasonable at $24.4. Overall, I have had No issues with their service and I am happy to continue being a customer.",0.007775653282345443,23.825384615384618,0,1,1,0,0,0,416,1
1428-IEDPR,0,0,0,52.0,1,1,109.3,5731.4,4709,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,"I have been a customer with this company for over four years Now and I have been extremely satisfied with the service. The fiber optic internet has been reliable and fast, and I have never experienced any issues with the connection. The monthly charges are reasonable for the quality of service provided. I appreciate the convenience of paying with electronic check. Overall, I have No complaints and would highly recommend this company to others.",0.02321087279677214,108.13962264150943,0,0,7,1,0,1,447,1
6429-SHBCB,0,0,0,19.0,1,0,69.6,1394.55,7842,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,"I have been a customer with this company for 19 months Now and I am happy to say that I have Not experienced any issues with their service. I am on a month-to-month contract with a monthly charge of $69.6 for DSL internet service. I prefer to pay by mailing a check and have had No problems with the payment process. Overall, I am satisfied with the service provided and have No plans to churn in the near future.",0.008875286916602906,69.72749999999999,0,0,4,0,1,0,413,1
3946-MHCZW,0,0,0,1.0,1,0,50.9,50.9,5432,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,"""I recently signed up for DSL internet service with this company on a month-to-month contract. Unfortunately, after just one month, I decided to cancel and churn to a different provider. The monthly charges were reasonable at $50.9, but I found the DSL internet to be unreliable and slow. Additionally, having to pay by mailed check was inconvenient and outdated. Overall, I was disappointed with the service and will be looking for a better option moving forward.""",0.00937039764359352,25.45,1,0,3,1,1,0,465,1
3813-DHBBB,0,1,0,67.0,0,1,50.95,3521.7,6300,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,"I have been a loyal customer of this DSL internet service provider for over 5 years Now and I am extremely satisfied with their service. The automatic bank transfer payment method has made my billing process hassle-free and the monthly charges of $50.95 are very reasonable for the quality of internet service I receive. I have never experienced any disruptions or downtime with my internet connection, and I would highly recommend this provider to others looking for a reliable and affordable internet service.",0.008087301587301587,51.78970588235294,0,1,5,1,0,0,511,0
7234-KMNRQ,0,0,0,4.0,1,0,19.0,73.45,8004,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,"I have been a customer with this company for 4 months Now and I am pleased to say that I have had No issues with churning. The month-to-month contract type works well for me and the $19.0 monthly charges are very reasonable. However, I do Not have internet service with this company. I prefer to pay via mailed check and have had No problems with the payment method. Overall, I am satisfied with the service I have received so far.",0.0023738130934532736,14.690000000000001,1,0,1,0,1,0,431,1
